Date (MM/DD/YYYY),Time (HH:mm:ss),Chlorophyll RFU,SpCond µS/cm,ODO mg/L,TAL PC RFU,Turbidity FNU,pH,Temp °C
8/23/2021,3:51:48,1.59,20187.6,8.43,0.43,102.13,7.85,18.412
8/23/2021,4:06:48,1.5,20171,8.47,0.35,94.21,7.87,18.373
8/23/2021,4:21:48,1.41,20175.4,8.33,0.32,64.94,7.85,18.335
8/23/2021,4:36:48,1.34,20203,8.2,0.33,71.14,7.83,18.296
8/23/2021,4:51:48,1.31,20219.2,8.03,0.3,68.96,7.8,18.223
8/23/2021,5:06:48,1.34,20245.2,7.9,0.3,79.5,7.76,18.162
8/23/2021,5:21:48,1.29,20262.9,7.75,0.3,78.47,7.73,18.13
8/23/2021,5:36:48,1.28,20296.3,7.54,0.34,85.76,7.68,18.064
8/23/2021,5:51:48,1.18,20360.2,7.24,0.3,81.48,7.61,17.996
8/23/2021,6:06:48,1.16,20445.1,6.97,0.26,72.73,7.53,17.955
8/23/2021,6:21:48,1.1,20511.4,6.77,0.25,66.16,7.47,17.957
8/23/2021,6:36:48,1.03,20568.5,6.65,0.23,60.83,7.42,17.954
8/23/2021,6:51:48,0.99,20616.1,6.55,0.23,51.69,7.39,17.952
8/23/2021,7:06:48,0.94,20669.2,6.47,0.21,56.38,7.35,17.948
8/23/2021,7:21:48,0.91,20719.8,6.41,0.2,40.37,7.33,17.936
8/23/2021,7:36:48,0.88,20758,6.35,0.21,36.33,7.31,17.927
8/23/2021,7:51:48,0.9,20792.9,6.33,0.18,34,7.29,17.933
8/23/2021,8:06:48,0.84,20825.4,6.3,0.17,29.44,7.27,17.935
8/23/2021,8:21:48,0.86,20858.1,6.28,0.15,25.79,7.26,17.942
8/23/2021,8:36:48,0.82,20890.3,6.27,0.16,23.58,7.24,17.954
8/23/2021,8:51:48,0.82,20923.6,6.23,0.12,20.53,7.22,17.965
8/23/2021,9:06:48,0.81,20954,6.2,0.16,18.52,7.21,17.991
8/23/2021,9:21:48,0.78,20983.1,6.2,0.13,17.46,7.19,18.015
8/23/2021,9:36:48,0.79,21013.8,6.19,0.1,16.36,7.18,18.057
8/23/2021,9:51:48,0.79,21037.7,6.16,0.13,15.36,7.16,18.122
8/23/2021,10:06:48,0.78,21063.5,6.15,0.13,15.28,7.15,18.198
8/23/2021,10:21:48,0.79,21089.1,6.12,0.15,14.76,7.14,18.278
8/23/2021,10:36:48,0.81,21105,6.15,0.12,15.71,7.13,18.369
8/23/2021,10:51:48,0.8,21125.4,6.17,0.08,16.07,7.12,18.469
8/23/2021,11:06:48,0.79,21133.5,6.22,0.12,14.53,7.13,18.586
8/23/2021,11:21:48,0.76,21143.4,6.27,0.06,13.2,7.13,18.692
8/23/2021,11:36:48,1.95,21045.8,7.34,0.29,58.93,7.47,20.121
8/23/2021,11:51:48,1.33,21014.6,7.72,0.32,96.32,7.52,19.919
8/23/2021,12:06:48,2.08,20759.4,8.4,0.61,231.86,7.84,20.37
8/23/2021,12:21:48,2.06,20673.4,8.42,0.71,235.54,7.88,20.782
8/23/2021,12:36:48,2.13,20707.9,8.43,0.64,229.66,7.88,20.841
8/23/2021,12:51:48,2.1,20706,8.46,0.55,210.41,7.88,20.85
8/23/2021,13:06:48,1.95,20600.1,8.43,0.52,161.61,7.88,20.887
8/23/2021,13:21:48,1.93,20657,8.43,0.48,166,7.87,21.038
8/23/2021,13:36:48,1.97,20639.3,8.4,0.53,145.29,7.87,21.151
8/23/2021,13:51:48,1.95,20643.6,8.42,0.54,132.53,7.87,20.981
8/23/2021,14:06:48,1.87,20668.2,8.46,0.47,144.38,7.87,20.767
8/23/2021,14:21:48,1.87,20746.1,8.49,0.46,126.14,7.87,20.651
8/23/2021,14:36:48,1.89,20833.5,8.45,0.5,132.22,7.85,20.836
8/23/2021,14:51:48,1.81,20734.8,8.51,0.47,129.15,7.87,20.7
8/23/2021,15:06:48,1.83,20841.8,8.46,0.49,133.21,7.86,20.969
8/23/2021,15:21:48,1.92,20929.9,8.36,0.51,117.24,7.83,21.304
8/23/2021,15:36:48,1.83,20877.9,8.35,0.46,115.98,7.84,21.596
8/23/2021,15:51:48,1.78,20742.3,8.36,0.43,108.65,7.85,21.56
8/23/2021,16:06:48,1.77,20712.9,8.42,0.47,94.49,7.85,21.492
8/23/2021,16:21:48,1.73,20510,8.58,0.45,87.54,7.91,20.963
8/23/2021,16:36:48,1.89,20635.3,8.54,0.46,91.28,7.89,21.231
8/23/2021,16:51:48,1.92,20576.9,8.46,0.48,103.53,7.88,21.37
8/23/2021,17:06:48,1.89,20604.2,8.5,0.45,99.78,7.89,21.217
8/23/2021,17:21:48,1.81,20647.8,8.31,0.43,94.67,7.86,21.564
8/23/2021,17:36:48,1.77,20495.2,8.56,0.43,67.5,7.91,20.906
8/23/2021,17:51:48,1.65,20501.1,8.48,0.39,62.93,7.9,20.891
8/23/2021,18:06:48,1.61,20521.1,8.45,0.36,64.12,7.9,20.928
8/23/2021,18:21:48,1.49,20544,8.39,0.38,61.45,7.88,20.957
8/23/2021,18:36:48,1.48,20571,8.29,0.35,73.77,7.86,20.939
8/23/2021,18:51:48,1.47,20628,8.15,0.36,83.5,7.83,20.923
8/23/2021,19:06:48,1.42,20674.2,7.97,0.37,73.56,7.79,20.89
8/23/2021,19:21:48,1.37,20720.5,7.76,0.35,70.53,7.74,20.883
8/23/2021,19:36:48,1.25,20771.6,7.49,0.31,63.88,7.65,20.892
8/23/2021,19:51:48,1.16,20830.5,7.23,0.27,53.27,7.55,20.863
8/23/2021,20:06:48,1.11,20876.2,7.08,0.26,44.44,7.48,20.808
8/23/2021,20:21:48,1.07,20912.1,6.99,0.23,37.32,7.44,20.735
8/23/2021,20:36:48,1.05,20941.8,6.92,0.21,27.87,7.4,20.656
8/23/2021,20:51:48,0.98,20967.4,6.87,0.21,28.01,7.37,20.582
8/23/2021,21:06:48,0.97,20984.7,6.84,0.15,24.21,7.36,20.494
8/23/2021,21:21:48,0.96,20999.1,6.79,0.18,21.37,7.34,20.412
8/23/2021,21:36:48,0.92,21012.7,6.74,0.18,18.06,7.32,20.332
8/23/2021,21:51:48,0.93,21020.9,6.74,0.18,18.64,7.31,20.243
8/23/2021,22:06:48,0.95,21033,6.75,0.16,17.24,7.31,20.155
8/23/2021,22:21:48,1.03,21034.3,6.78,0.19,15.33,7.31,20.085
8/23/2021,22:36:48,0.98,21033.8,6.85,0.16,16.46,7.32,19.951
8/23/2021,22:51:48,0.98,21031.9,6.97,0.12,17.71,7.35,19.864
8/23/2021,23:06:48,1.38,20861.8,8.29,0.31,107.69,7.79,18.236
8/23/2021,23:21:48,1.73,20734.7,8.43,0.54,154.96,7.84,18.213
8/23/2021,23:36:48,1.71,20757.7,8.41,0.54,167.94,7.85,18.316
8/23/2021,23:51:48,1.79,20675,8.4,0.58,200.65,7.86,18.506
8/24/2021,0:06:48,1.87,20671.6,8.42,0.61,189.57,7.85,18.449
8/24/2021,0:21:48,2.19,20643,8.38,0.68,225.5,7.86,18.686
8/24/2021,0:36:48,2.14,20601.6,8.41,0.7,252.47,7.89,18.808
8/24/2021,0:51:48,2.15,20615.1,8.41,0.75,246.96,7.9,18.843
8/24/2021,1:06:48,2.16,20604.5,8.41,0.75,319.21,7.89,18.782
8/24/2021,1:21:48,2.22,20596.6,8.43,0.79,282.86,7.89,18.753
8/24/2021,1:36:48,2.14,20596.4,8.42,0.78,266.25,7.91,18.763
8/24/2021,1:51:48,2.04,20571.7,8.44,0.67,240.11,7.92,18.752
8/24/2021,2:06:48,2.22,20480.5,8.45,0.74,275.54,7.91,18.716
8/24/2021,2:21:48,2.51,20492.9,8.44,0.75,301.96,7.91,18.716
8/24/2021,2:36:48,2.26,20467.4,8.44,0.74,216.71,7.92,18.705
8/24/2021,2:51:48,2.14,20482.9,8.44,0.73,263.01,7.91,18.685
8/24/2021,3:06:48,2.11,20536,8.44,0.61,205.78,7.9,18.615
8/24/2021,3:21:48,2.19,20560.2,8.44,0.64,201.66,7.9,18.634
8/24/2021,3:36:48,2.13,20572.2,8.44,0.58,152.99,7.88,18.47
8/24/2021,3:51:48,2.31,20545.7,8.43,0.58,158.15,7.89,18.526
8/24/2021,4:06:48,2.21,20578.1,8.43,0.57,146.28,7.88,18.477
8/24/2021,4:21:48,2.09,20582.2,8.43,0.54,132.88,7.88,18.476
8/24/2021,4:36:48,1.97,20583.9,8.43,0.47,123.71,7.88,18.384
8/24/2021,4:51:48,1.88,20562.8,8.42,0.42,89.97,7.89,18.429
8/24/2021,5:06:48,1.76,20535,8.25,0.43,77.74,7.87,18.312
8/24/2021,5:21:48,1.61,20532.9,8.14,0.43,96.41,7.85,18.211
8/24/2021,5:36:48,1.55,20525.4,7.99,0.43,91.75,7.82,18.082
8/24/2021,5:51:48,1.61,20515.9,7.87,0.48,89.66,7.79,17.988
8/24/2021,6:06:48,1.54,20524.9,7.7,0.46,109.5,7.76,17.898
8/24/2021,6:21:48,1.5,20554.7,7.48,0.45,121.5,7.7,17.779
8/24/2021,6:36:48,1.37,20613.1,7.16,0.43,106.32,7.61,17.656
8/24/2021,6:51:48,1.25,20669.3,6.91,0.35,87.35,7.53,17.586
8/24/2021,7:06:48,1.24,20711.2,6.75,0.36,88.65,7.44,17.538
8/24/2021,7:21:48,1.15,20755.2,6.63,0.36,76.26,7.42,17.502
8/24/2021,7:36:48,1.09,20786.7,6.57,0.32,64.14,7.38,17.476
8/24/2021,7:51:48,1.03,20816.9,6.51,0.26,55.76,7.35,17.452
8/24/2021,8:06:48,1,20844.6,6.49,0.23,48.06,7.33,17.436
8/24/2021,8:21:48,0.97,20868.3,6.47,0.24,40.79,7.31,17.427
8/24/2021,8:36:48,0.92,20888.1,6.48,0.23,36.18,7.3,17.436
8/24/2021,8:51:48,0.95,20910.6,6.46,0.22,30.51,7.28,17.441
8/24/2021,9:06:48,0.92,20930.9,6.45,0.19,26.44,7.26,17.453
8/24/2021,9:21:48,0.88,20956.4,6.44,0.18,22.7,7.24,17.486
8/24/2021,9:36:48,0.89,20983.4,6.43,0.19,22.6,7.22,17.527
8/24/2021,9:51:48,0.88,21012.4,6.4,0.15,20.22,7.21,17.582
8/24/2021,10:06:48,0.81,21046.4,6.37,0.2,17.68,7.19,17.641
8/24/2021,10:21:48,0.84,21070.5,6.34,0.17,17.15,7.17,17.724
8/24/2021,10:36:48,0.86,21096.8,6.35,0.18,18.67,7.16,17.816
8/24/2021,10:51:48,0.85,21114.9,6.34,0.18,17.79,7.16,17.929
8/24/2021,11:06:48,0.82,21138.8,6.35,0.17,18,7.14,18.035
8/24/2021,11:21:48,0.8,21154.2,6.37,0.18,17.27,7.14,18.163
8/24/2021,11:36:48,0.82,21165.3,6.43,0.13,14.41,7.14,18.285
8/24/2021,11:51:48,1,21192.7,6.6,0.13,15.27,7.18,18.724
8/24/2021,12:06:48,1.29,21052.9,7.11,0.21,52.4,7.35,19.75
8/24/2021,12:21:48,2.15,20701.1,8.33,0.54,219.76,7.84,21.424
8/24/2021,12:36:48,2.16,20674.2,8.42,0.63,212.74,7.88,21.549
8/24/2021,12:51:48,2.35,20662.1,8.51,0.64,226.59,7.89,21.115
8/24/2021,15:42:12,1.59,21660.1,8.65,0.69,77.57,8.19,20.816
8/24/2021,15:57:14,1.95,21731.9,8.7,0.71,80.2,8.21,20.716
8/24/2021,16:12:12,1.74,21727.6,8.71,0.64,64.57,8.21,20.752
8/24/2021,16:27:12,1.65,21666,8.63,0.65,70.34,8.2,20.953
8/24/2021,16:42:12,1.67,21672.1,8.61,0.63,64.97,8.2,20.958
8/24/2021,16:57:12,1.64,21672.4,8.63,0.58,54.03,8.21,20.9
8/24/2021,17:12:12,1.6,21665.4,8.56,0.55,49.48,8.19,20.953
9/20/2021,9:12:12,1.01,21147.2,5.6,0.3,10.95,7.68,18.722
9/20/2021,9:27:12,0.93,21123.7,6.17,0.29,11.78,7.71,19.158
9/20/2021,9:42:12,1.27,21090.3,6.38,0.47,90.09,7.81,20.253
8/24/2021,17:27:12,1.39,21671.7,8.48,0.53,48.94,8.18,21.004
8/24/2021,17:42:12,1.4,21662.8,8.42,0.54,58.12,8.18,20.988
8/24/2021,17:57:12,1.37,21636.9,8.28,0.57,54.95,8.14,21.031
8/24/2021,18:12:12,1.37,21603.4,8.13,0.54,62.29,8.11,21.061
9/20/2021,9:57:12,1.56,20701.1,7.16,0.68,103.03,7.97,20.065
9/20/2021,10:12:12,1.33,20816.9,7.11,0.56,76.32,7.98,20.154
9/20/2021,10:27:12,1.23,20876,7.12,0.46,54.78,8,20.031
9/20/2021,10:42:12,1.27,20823.1,7.28,0.44,55.73,8.06,20.159
9/20/2021,10:57:12,1.2,20598.4,7.67,0.42,37.17,8.19,20.078
9/20/2021,11:12:14,1.23,20457.1,7.9,0.45,37.87,8.25,20.152
9/20/2021,11:27:12,1.29,20332.1,8.12,0.46,36.77,8.37,20.324
9/20/2021,11:42:12,1.25,20275.7,8.24,0.44,29.88,8.41,20.343
9/20/2021,11:57:12,1.22,20189.8,8.39,0.43,28.78,8.46,20.433
9/20/2021,12:12:14,1.2,20140.8,8.46,0.43,26.98,8.49,20.548
9/20/2021,12:27:12,1.23,20109.5,8.48,0.44,26.55,8.51,20.571
9/20/2021,12:42:12,1.24,20143.8,8.51,0.45,25.31,8.52,20.705
9/20/2021,12:57:12,1.2,20133.4,8.52,0.43,23.9,8.54,20.655
8/24/2021,18:27:12,1.34,21570.7,7.95,0.54,58.2,8.08,21.095
8/24/2021,18:42:14,1.27,21547.6,7.76,0.54,58.82,8.03,21.119
8/24/2021,18:57:12,1.27,21551.2,7.52,0.5,59.51,7.97,21.175
8/24/2021,19:12:14,1.2,21603.6,7.23,0.51,51.13,7.88,21.148
8/24/2021,19:27:12,1.13,21662.1,6.99,0.44,44.62,7.8,21.064
8/24/2021,19:42:12,1.05,21702.9,6.86,0.39,37.12,7.74,20.968
8/24/2021,19:57:12,0.98,21738.9,6.76,0.35,32.5,7.7,20.871
9/20/2021,13:12:14,1.21,20190.8,8.51,0.43,20.55,8.51,20.605
9/20/2021,13:27:12,1.18,20242.7,8.48,0.41,18.19,8.48,20.449
9/20/2021,13:42:12,1.19,20283.4,8.47,0.43,17.44,8.47,20.51
8/24/2021,20:12:12,1,21764.6,6.73,0.35,29.33,7.67,20.769
8/24/2021,20:27:12,0.98,21785.6,6.71,0.32,25.38,7.66,20.674
8/24/2021,20:42:14,0.94,21800,6.68,0.32,21.98,7.64,20.582
8/24/2021,20:57:12,0.91,21816.3,6.65,0.29,20.02,7.62,20.486
9/20/2021,13:57:12,1.26,20296.6,8.5,0.4,16.19,8.48,20.604
9/20/2021,14:12:12,1.27,20302.1,8.5,0.42,15.3,8.47,20.577
9/20/2021,14:27:12,1.24,20281,8.52,0.42,13.66,8.49,20.653
9/20/2021,14:42:12,1.27,20279,8.53,0.39,12.96,8.51,20.778
9/20/2021,14:57:12,1.21,20294.7,8.37,0.39,15.26,8.47,20.8
8/24/2021,21:12:12,0.87,21829.7,6.63,0.29,18.75,7.61,20.393
8/24/2021,21:27:12,0.91,21845.4,6.61,0.29,17.1,7.6,20.306
8/24/2021,21:42:12,0.9,21858.6,6.6,0.28,16.26,7.59,20.214
8/24/2021,21:57:12,0.92,21864,6.62,0.3,15.63,7.6,20.138
8/24/2021,22:12:12,0.98,21867.4,6.65,0.29,14.53,7.6,20.069
8/24/2021,22:27:12,1.01,21867,6.7,0.3,14.08,7.61,19.965
8/24/2021,22:42:12,0.94,21865,6.81,0.28,14.47,7.64,19.849
8/24/2021,22:57:12,1.51,21770.6,8.39,0.63,68.83,8.25,17.652
8/24/2021,23:12:12,1.46,21659.1,8.5,0.79,114.73,8.27,17.57
8/24/2021,23:27:12,1.46,21602.3,8.5,0.91,145.56,8.26,17.663
8/24/2021,23:42:12,1.63,21626.5,8.46,0.99,168.37,8.25,17.785
9/20/2021,15:12:12,1.39,20292.8,8.51,0.43,13.93,8.49,20.841
9/20/2021,15:27:12,1.34,20259.7,8.55,0.42,16.67,8.49,21.03
9/20/2021,15:42:12,1.3,20292.4,8.49,0.43,19.37,8.49,21.015
9/20/2021,15:57:12,1.32,20279,8.49,0.45,24.37,8.5,21.103
9/20/2021,16:12:12,1.3,20244.6,8.44,0.48,36.75,8.49,21.231
9/20/2021,16:27:12,1.35,20254.1,8.37,0.5,38.81,8.49,21.329
8/24/2021,23:57:14,1.7,21821.3,8.41,1,154.86,8.24,18.145
8/25/2021,0:12:12,1.7,21912.3,8.38,0.95,149.81,8.24,18.196
8/25/2021,0:27:14,1.66,21957.9,8.39,1,160.45,8.23,18.236
8/25/2021,0:42:12,2.32,21992,8.37,1.02,169.66,8.24,18.358
8/25/2021,0:57:12,1.81,22018.3,8.33,1.02,168.84,8.25,18.48
8/25/2021,1:12:12,1.68,22025,8.33,0.98,164.9,8.25,18.497
8/25/2021,1:27:12,1.57,22041.2,8.33,0.96,135.96,8.26,18.535
8/25/2021,1:42:12,1.51,22131.8,8.33,0.87,125.2,8.26,18.638
8/25/2021,1:57:14,1.56,22129.5,8.33,0.84,109.38,8.26,18.597
8/25/2021,2:12:12,1.39,22132.4,8.34,0.8,103.79,8.26,18.556
8/25/2021,2:27:12,1.54,22060.8,8.35,0.78,114.97,8.27,18.529
8/25/2021,2:42:12,1.58,21923.7,8.37,0.77,102.37,8.28,18.486
8/25/2021,2:57:12,1.69,21740.8,8.39,0.77,98.18,8.31,18.444
8/25/2021,3:12:12,1.61,21860.2,8.38,0.77,94.8,8.29,18.346
8/25/2021,3:27:12,1.89,21556.2,8.4,0.81,89.84,8.32,18.398
8/25/2021,3:42:12,1.9,21596.5,8.41,0.76,86.48,8.32,18.337
8/25/2021,3:57:12,1.65,21709.9,8.4,0.75,81.86,8.3,18.168
8/25/2021,4:12:12,1.78,21599.7,8.39,0.72,77.78,8.32,18.157
8/25/2021,4:27:12,1.97,21693,8.39,0.69,75.41,8.34,18.153
8/25/2021,4:42:12,1.52,21675.9,8.33,0.66,74.07,8.33,18.088
8/25/2021,4:57:12,1.99,21730.7,8.23,0.6,63.02,8.32,18.034
8/25/2021,5:12:12,1.51,21794.5,8.16,0.61,63.28,8.31,18.001
9/20/2021,16:42:14,1.42,20270.8,8.26,0.51,38.36,8.45,21.341
9/20/2021,16:57:12,1.39,20342.1,8.13,0.49,39.26,8.4,21.312
9/20/2021,17:12:12,1.38,20420.9,7.97,0.46,32.82,8.33,21.262
9/20/2021,17:27:12,1.4,20500.5,7.83,0.42,26.79,8.25,21.204
9/20/2021,17:42:12,1.4,20565.2,7.68,0.41,24.76,8.18,21.146
9/20/2021,17:57:12,1.39,20686.6,7.51,0.37,20.16,8.11,21.079
9/20/2021,18:12:12,1.36,20739.5,7.36,0.35,17.31,8.05,21.016
9/20/2021,18:27:12,1.46,20773.6,7.23,0.34,15.72,8,20.958
9/20/2021,18:42:12,1.51,20855.7,7.13,0.34,14.17,7.96,20.893
9/20/2021,18:57:12,1.48,20906,7.05,0.32,12.96,7.94,20.847
9/20/2021,19:12:12,1.48,20956.7,6.98,0.34,11.67,7.92,20.806
9/20/2021,19:27:12,1.54,20993.3,6.91,0.34,11.46,7.89,20.764
9/20/2021,19:42:12,1.58,21022.8,6.87,0.34,10.57,7.88,20.728
9/20/2021,19:57:12,1.61,21039.8,6.77,0.35,11.5,7.86,20.691
9/20/2021,20:12:12,1.73,21057.6,6.73,0.38,11.03,7.85,20.658
9/20/2021,20:27:12,1.43,21044.7,6.68,0.32,9.75,7.85,20.619
9/20/2021,20:42:12,1.57,21030.7,6.37,0.34,9.54,7.81,20.595
9/20/2021,20:57:12,1.62,21014.7,6.59,0.34,9.76,7.84,20.558
9/20/2021,21:12:12,1.53,20982.5,6.77,0.35,9.41,7.89,20.295
9/20/2021,21:27:12,1.38,20939.9,6.78,0.33,8.58,7.92,20.118
9/20/2021,21:42:12,1.31,20854.7,6.93,0.31,9.1,7.98,19.943
9/20/2021,21:57:12,1.31,20698.4,7.29,0.36,10.21,8.11,19.788
9/20/2021,22:12:12,1.36,20605.4,7.53,0.34,7.95,8.21,19.807
9/20/2021,22:27:14,1.33,20553.2,7.64,0.36,8.82,8.24,19.836
9/20/2021,22:42:14,1.37,20490,7.91,0.37,8.48,8.33,19.929
9/20/2021,22:57:12,1.51,20453.3,7.96,0.38,9.4,8.35,19.907
9/20/2021,23:12:12,1.38,20436.9,8.05,0.38,8.64,8.38,19.936
8/25/2021,5:27:12,1.35,21880,7.99,0.62,65.97,8.28,17.939
8/25/2021,5:42:14,1.27,21958.8,7.84,0.57,86.64,8.25,17.856
8/25/2021,5:57:12,1.24,22025.3,7.71,0.61,68.1,8.22,17.794
8/25/2021,6:12:12,1.16,22070.9,7.52,0.6,68.83,8.15,17.704
8/25/2021,6:27:12,1.07,22086.5,7.24,0.55,67.44,8.06,17.581
8/25/2021,6:42:12,0.99,22077.8,6.96,0.52,59.77,7.98,17.48
8/25/2021,6:57:12,0.92,22068,6.81,0.47,52.89,7.91,17.422
8/25/2021,7:12:12,0.86,22064.5,6.71,0.44,40.18,7.87,17.385
8/25/2021,7:27:12,0.86,22066.3,6.65,0.4,30.22,7.84,17.376
8/25/2021,7:42:14,0.85,22067.8,6.64,0.37,29.55,7.81,17.38
8/25/2021,7:57:12,0.81,22072.5,6.63,0.36,24.67,7.79,17.397
8/25/2021,8:12:12,0.84,22075.2,6.63,0.36,21.45,7.77,17.422
8/25/2021,8:27:12,0.84,22078.1,6.62,0.33,20.38,7.75,17.451
9/20/2021,23:27:12,1.41,20407.5,8.11,0.34,7.48,8.4,19.96
9/20/2021,23:42:12,1.43,20412.1,8.14,0.39,7.07,8.41,19.987
9/20/2021,23:57:12,1.41,20394.7,8.2,0.39,6.88,8.43,20.043
8/25/2021,8:42:12,0.77,22087.2,6.6,0.33,18.18,7.74,17.483
8/25/2021,8:57:12,0.79,22090.2,6.6,0.32,18.12,7.71,17.53
8/25/2021,9:12:12,0.77,22096.7,6.6,0.33,15.82,7.69,17.588
8/25/2021,9:27:12,0.74,22100.7,6.61,0.31,17.08,7.68,17.662
8/25/2021,9:42:12,0.77,22107.4,6.6,0.34,20.43,7.66,17.757
8/25/2021,9:57:12,0.77,22114.5,6.6,0.32,15.51,7.65,17.854
8/25/2021,10:12:12,0.75,22118,6.62,0.32,19.14,7.65,17.977
8/25/2021,10:27:12,0.77,22125.6,6.64,0.29,18.66,7.64,18.114
8/25/2021,10:42:12,0.76,22134.5,6.65,0.29,20.05,7.64,18.237
8/25/2021,10:57:12,0.74,22134.5,6.68,0.29,14.73,7.64,18.362
8/25/2021,11:12:12,0.81,22139.2,6.78,0.28,13.23,7.64,18.619
8/25/2021,11:27:12,1.38,22034.6,7.27,0.43,38.71,7.85,19.859
9/21/2021,0:12:12,1.44,20386.6,8.2,0.4,6.67,8.44,20.077
9/21/2021,0:27:12,1.35,20398.8,8.19,0.36,6.45,8.44,20.067
9/21/2021,0:42:12,1.21,20433.3,8.17,0.36,6.37,8.44,20.073
9/21/2021,0:57:12,1.23,20395.2,8.21,0.35,6.02,8.45,20.132
9/21/2021,1:12:12,1.15,20416.3,8.18,0.36,6.36,8.44,20.091
9/21/2021,1:27:14,1.12,20429.4,8.16,0.34,6.57,8.44,20.057
8/25/2021,11:42:12,1.92,21632.1,8.25,1.01,147.63,8.23,20.576
8/25/2021,11:57:12,2.26,21590.1,8.52,0.94,129.67,8.33,20.385
8/25/2021,12:12:12,1.83,21628.2,8.52,0.83,108.95,8.34,20.426
8/25/2021,12:27:12,1.65,21700,8.42,0.77,96.4,8.27,20.727
8/25/2021,12:42:12,1.71,21716.4,8.54,0.83,125.84,8.33,20.722
8/25/2021,12:57:12,1.56,21788.1,8.53,0.75,99.17,8.32,20.673
8/25/2021,13:12:12,1.1,21844.6,8.55,0.67,83.68,8.32,20.496
9/21/2021,1:42:12,1.15,20434.7,8.14,0.34,7.17,8.45,20.054
9/21/2021,1:57:12,1.27,20440.1,8.1,0.38,7.53,8.44,19.982
9/21/2021,2:12:12,1.14,20424.3,8.12,0.36,7.23,8.44,19.998
8/25/2021,13:27:12,1.46,21852.6,8.53,0.65,79.56,8.31,20.614
8/25/2021,13:42:12,1.62,21865.3,8.53,0.67,75.94,8.3,20.761
8/25/2021,13:57:12,1.65,21877.6,8.5,0.65,72.7,8.31,21.195
8/25/2021,14:12:12,1.44,21913.8,8.52,0.59,60.03,8.3,21.041
9/21/2021,2:27:12,1.2,20430.6,8.09,0.36,7.62,8.42,19.927
9/21/2021,2:42:12,1.17,20444.3,8.05,0.39,6.61,8.42,19.886
9/21/2021,2:57:12,1.12,20455.3,8.07,0.34,7.09,8.42,19.89
9/21/2021,3:12:12,1.19,20448.9,8,0.34,8.21,8.41,19.761
9/21/2021,3:27:12,1.11,20333,7.99,0.37,11.52,8.41,19.756
9/21/2021,3:42:12,1.13,20309.3,7.9,0.35,15.47,8.39,19.688
9/21/2021,3:57:12,1.11,20339.8,7.81,0.4,20.61,8.37,19.621
8/25/2021,14:27:12,1.41,21902.9,8.5,0.57,63.38,8.32,21.158
8/25/2021,14:42:12,1.48,21894.5,8.54,0.57,63.88,8.32,21.172
8/25/2021,14:57:12,1.35,21738.1,8.66,0.52,47.2,8.35,20.665
8/25/2021,15:12:12,1.34,21667.9,8.71,0.51,45.8,8.35,20.633
9/21/2021,4:12:12,1.13,20352.8,7.7,0.41,25.61,8.33,19.558
9/21/2021,4:27:12,1.15,20367.9,7.55,0.42,25.4,8.29,19.449
9/21/2021,4:42:12,1.1,20412,7.3,0.4,24.1,8.23,19.306
9/21/2021,4:57:12,1.08,20520.4,6.93,0.39,21.31,8.12,19.166
9/21/2021,5:12:12,1.09,20584,6.63,0.37,17.93,8.01,19.052
8/25/2021,15:27:12,1.28,21496.3,8.72,0.49,38.15,8.37,20.377
8/25/2021,15:42:12,1.27,21428.8,8.71,0.47,35.24,8.36,20.346
9/21/2021,5:27:14,1.1,20674.5,6.39,0.37,14.92,7.93,18.944
9/21/2021,5:42:12,1.1,20705.7,6.21,0.38,15.2,7.88,18.847
9/21/2021,5:57:12,1.08,20841.7,6.06,0.34,14.07,7.84,18.752
9/21/2021,6:12:12,1.05,20909.4,5.95,0.33,13.16,7.82,18.668
9/21/2021,6:27:12,1.06,20941.3,5.87,0.35,12.81,7.8,18.596
9/21/2021,6:42:12,1.04,20967.2,5.82,0.3,10.72,7.79,18.534
9/21/2021,6:57:12,1.06,20965.2,5.77,0.33,9.92,7.79,18.488
9/21/2021,7:12:12,1.05,20969.5,5.74,0.32,9.55,7.76,18.457
9/21/2021,7:27:12,1.1,20983.3,5.71,0.33,8.6,7.75,18.432
9/21/2021,7:42:12,1.08,21018.8,5.67,0.31,8.98,7.73,18.421
9/21/2021,7:57:12,1.12,21037.7,5.62,0.34,9.66,7.71,18.423
9/21/2021,8:12:12,1.13,21069.4,5.6,0.33,9.42,7.7,18.445
9/21/2021,8:27:12,1.13,21083.9,5.57,0.33,9.23,7.68,18.482
8/25/2021,15:57:12,1.29,21366.6,8.72,0.47,33.56,8.35,20.34
8/25/2021,16:12:12,1.3,21349.8,8.73,0.45,31.24,8.34,20.366
8/25/2021,16:27:12,1.26,21327.8,8.75,0.46,31,8.35,20.349
8/25/2021,16:42:12,1.34,21401.2,8.72,0.48,32.25,8.34,20.558
8/25/2021,16:57:12,1.37,21405.8,8.73,0.49,44.13,8.35,20.548
8/25/2021,17:12:12,1.38,21474.5,8.73,0.51,40.81,8.35,20.604
8/25/2021,17:27:12,1.3,21505.8,8.72,0.46,35.67,8.35,20.635
8/25/2021,17:42:12,1.3,21575.5,8.62,0.44,33.39,8.33,20.837
8/25/2021,17:57:12,1.2,21599,8.49,0.44,36.9,8.31,20.903
